Chrom,Start,End,Name
5,79026611,79026611,NUI1678
5,79057661,79058466,NUI1679
5,79336077,79336085,NUI1680
5,79482720,79482836,NUI1681
5,79604879,79604881,NUI1682
5,79745386,79745391,NUI1683
5,79935007,79935018,NUI1684
5,79964599,79964600,NUI1685
5,80487889,80487892,NUI1686
5,80692013,80692033,NUI1687
5,80971634,80971645,NUI1688
5,80977188,80977194,NUI1689
5,81220889,81220915,NUI1690
5,81616629,81616631,NUI1691
5,82722009,82722012,NUI1692
5,83065513,83065527,NUI1693
5,83846358,83846362,NUI1694
5,84446062,84446165,NUI1695
5,84595171,84601088,NUI1696
5,85166398,85166399,NUI1697
5,85883179,85883193,NUI1698
5,85932963,85932965,NUI1699
5,86393229,86393242,NUI1700
5,87910930,87913285,NUI1701
5,88173401,88175082,NUI1702
5,89721524,89721538,NUI1703
5,89852052,89852111,NUI1704
5,92198037,92198040,NUI1705
5,93284289,93284289,NUI1706
5,93638376,93638388,NUI1707
5,94126003,94126008,NUI1708
5,94930241,94930280,NUI1709
5,94973801,94973822,NUI1710
5,95121862,95121875,NUI1711
5,95695036,95695040,NUI1712
5,96613238,96613250,NUI1713
5,97018300,97018303,NUI1714
5,97300279,97300285,NUI1715
5,97758980,97758981,NUI1716
5,98086596,98086611,NUI1717
5,98396953,98396970,NUI1718
5,98540471,98540488,NUI1719
5,99149388,99149439,NUI1720
5,99596232,99596387,NUI1721
5,99666808,99666810,NUI1722
5,99926804,99926805,NUI1723
5,100093337,100093446,NUI1724
5,101075143,101075157,NUI1725
5,101268761,101268769,NUI1726
5,101634647,101637285,NUI1727
5,101767762,101767763,NUI1728
5,102349499,102349506,NUI1729
5,102599181,102599191,NUI1730
5,102658760,102658760,NUI1731
5,103070726,103070740,NUI1732
5,103106935,103106948,NUI1733
5,103137088,103137102,NUI1734
5,103395977,103397883,NUI1735
5,103479600,103479606,NUI1736
5,103483325,103483333,NUI1737
5,103830811,103830811,NUI1738
5,103836051,103836066,NUI1739
5,104062023,104062029,NUI1740
5,104128666,104128668,NUI1741
5,104160602,104160612,NUI1742
5,104163724,104163731,NUI1743
5,104846044,104846058,NUI1744
5,105206829,105207013,NUI1745
5,105571711,105571718,NUI1746
5,105899180,105901352,NUI1747
5,106064276,106064286,NUI1748
5,106260174,106260189,NUI1749
5,106458216,106458219,NUI1750
5,106735403,106735416,NUI1751
5,107206865,107206872,NUI1752
5,107326688,107327320,NUI1753
5,107454544,107455489,NUI1754
5,108111024,108111029,NUI1755
5,108277615,108277617,NUI1756
5,108357535,108360589,NUI1757
5,109192160,109192163,NUI1758
5,109794164,109794178,NUI1759
5,109887473,109887473,NUI1760
5,110105721,110106130,NUI1761
5,110197855,110197856,NUI1762
5,110262513,110262521,NUI1763
5,110348027,110348030,NUI1764
5,110429068,110429068,NUI1765
5,110548003,110548005,NUI1766
5,111101554,111101567,NUI1767
5,111249817,111250312,NUI1768
5,111727960,111729595,NUI1769
5,111865563,111865584,NUI1770
5,112367365,112368007,NUI1771
5,112512240,112512373,NUI1772
5,112706461,112706471,NUI1773
5,113035922,113035932,NUI1774
5,113408742,113408745,NUI1775
5,113531277,113531295,NUI1776
5,113646915,113646916,NUI1777
5,113780971,113780983,NUI1778
5,114305922,114305924,NUI1779
5,114765819,114765832,NUI1780
5,114765832,114768135,NUI1781
5,115129726,115129752,NUI1782
5,115457304,115457310,NUI1783
5,116127407,116127408,NUI1784
5,116190234,116190303,NUI1785
5,116418534,116419018,NUI1786
5,116894697,116897080,NUI1787
5,117014381,117014390,NUI1788
5,117315979,117315980,NUI1789
5,117531869,117531887,NUI1790
5,117869696,117869697,NUI1791
5,118540872,118540915,NUI1792
5,118776822,118777065,NUI1793
5,118982222,118983395,NUI1794
5,119348424,119348436,NUI1795
5,119442624,119442626,NUI1796
5,119626784,119626792,NUI1797
5,119729771,119729776,NUI1798
5,119736261,119736263,NUI1799
6,620655,620774,NUI1800
6,671294,671308,NUI1801
6,965714,965729,NUI1802
6,1068223,1068226,NUI1803
6,1076672,1088144,NUI1804
6,1108347,1108354,NUI1805
6,1334877,1335294,NUI1806
6,1456200,1456424,NUI1807
6,1713381,1713381,NUI1808
6,1779216,1779230,NUI1809
6,2078683,2078701,NUI1810
6,2156087,2156094,NUI1811
6,2922690,2922699,NUI1812
6,3640515,3640527,NUI1813
6,3903267,3903268,NUI1814
6,4868674,4868690,NUI1815
6,4913055,4913069,NUI1816
6,5833751,5833912,NUI1817
6,6196502,6196502,NUI1818
6,6541370,6541374,NUI1819
6,6617778,6617855,NUI1820
6,6638375,6638376,NUI1821
6,7023338,7023351,NUI1822
6,7460430,7461213,NUI1823
6,7460808,7460848,NUI1824
6,7523088,7523089,NUI1825
6,7543534,7543541,NUI1826
6,8040951,8040960,NUI1827
6,8294475,8294478,NUI1828
6,8356436,8356438,NUI1829
6,8972923,8972924,NUI1830
6,8998026,8998029,NUI1831
6,9474473,9474481,NUI1832
6,9493648,9494848,NUI1833
6,9512538,9512542,NUI1834
6,9926798,9927026,NUI1835
6,9962625,9962636,NUI1836
6,10519581,10519596,NUI1837
6,11612242,11612255,NUI1838
6,12585516,12585534,NUI1839
6,12895963,12896743,NUI1840
6,13649617,13649879,NUI1841
6,14120216,14120223,NUI1842
6,14402215,14402216,NUI1843
6,15870180,15870181,NUI1844
6,16491648,16491659,NUI1845
6,17128308,17128308,NUI1846
6,17231397,17231460,NUI1847
6,17563037,17563039,NUI1848
6,17604394,17604625,NUI1849
6,17772166,17772181,NUI1850
6,17951713,17951824,NUI1851
6,18529356,18529384,NUI1852
6,19509802,19509807,NUI1853
6,19668384,19668385,NUI1854
6,20589061,20589080,NUI1855
6,21536376,21536381,NUI1856
6,22956889,22956902,NUI1857
6,22988910,22988916,NUI1858
6,23541835,23542003,NUI1859
6,23551087,23551098,NUI1860
6,23625553,23625566,NUI1861
6,23744520,23744532,NUI1862
6,23801182,23801192,NUI1863
6,23804380,23804392,NUI1864
6,23875503,23875504,NUI1865
6,24281110,24281112,NUI1866
6,24331518,24331527,NUI1867
6,25222148,25222157,NUI1868
6,25746374,25748767,NUI1869
6,25805783,25805789,NUI1870
6,26529754,26529755,NUI1871
6,26855652,26855652,NUI1872
6,27610732,27610748,NUI1873
6,27968850,27968855,NUI1874
6,28698376,28698378,NUI1875
6,29014214,29014235,NUI1876
6,29185565,29185566,NUI1877
6,30251908,30251921,NUI1878
6,30815018,30815019,NUI1879
6,31328438,31328453,NUI1880
6,31679414,31679416,NUI1881
6,31686431,31686435,NUI1882
6,31716598,31716599,NUI1883
6,32102227,32104299,NUI1884
6,32334316,32334316,NUI1885
6,32392693,32392695,NUI1886
6,32442295,32442300,NUI1887
6,32716857,32716861,NUI1888
6,32743107,32743108,NUI1889
6,33610724,33610725,NUI1890
6,34688903,34688905,NUI1891
6,34837409,34837911,NUI1892
6,35005914,35005928,NUI1893
6,35044435,35044458,NUI1894
6,35894579,35894580,NUI1895
6,36726698,36726708,NUI1896
6,37530150,37530905,NUI1897
6,38160307,38160308,NUI1898
6,38233561,38233574,NUI1899
6,38488231,38488232,NUI1900
6,38605891,38605892,NUI1901
6,38928374,38928374,NUI1902
6,39453854,39453855,NUI1903
6,40025266,40027818,NUI1904
6,40422552,40422566,NUI1905
6,40541287,40541303,NUI1906
6,41110063,41110064,NUI1907
6,41277489,41277495,NUI1908
6,41493613,41493620,NUI1909
6,41669006,41669007,NUI1910
6,41779319,41779320,NUI1911
6,41844976,41844982,NUI1912
6,42092189,42092216,NUI1913
6,42217395,42217406,NUI1914
6,42397057,42397060,NUI1915
6,42479866,42479872,NUI1916
6,42678482,42678486,NUI1917
6,42836106,42836107,NUI1918
6,42953079,42953080,NUI1919
6,43109709,43109711,NUI1920
6,43609624,43609639,NUI1921
6,43644983,43644983,NUI1922
6,44710664,44710725,NUI1923
6,45124994,45125529,NUI1924
6,45620089,45620090,NUI1925
6,45894193,45894201,NUI1926
6,46581757,46581767,NUI1927
6,47143054,47143065,NUI1928
6,47360056,47360220,NUI1929
6,47621182,47621198,NUI1930
6,47861455,47861456,NUI1931
6,47890504,47890511,NUI1932
6,48179018,48179612,NUI1933
6,48488342,48488344,NUI1934
6,48621132,48621982,NUI1935
6,49281459,49282281,NUI1936
6,49356550,49356558,NUI1937
6,50286790,50286801,NUI1938
6,52103522,52103522,NUI1939
6,52515968,52515973,NUI1940
6,52971342,52971353,NUI1941
6,53335934,53335937,NUI1942
6,53428370,53428371,NUI1943
6,53495419,53495423,NUI1944
6,53544964,53544966,NUI1945
6,53630998,53631443,NUI1946
6,53742864,53742865,NUI1947
6,54097520,54097532,NUI1948
6,54262419,54262432,NUI1949
6,54782450,54782460,NUI1950
6,54976620,54976620,NUI1951
6,55225479,55225492,NUI1952
6,55239139,55239152,NUI1953
6,55624285,55624286,NUI1954
6,56355134,56355137,NUI1955
6,56438778,56438792,NUI1956
6,56618620,56618636,NUI1957
6,58408586,58408591,NUI1958
6,58824839,58824845,NUI1959
6,60667496,60667509,NUI1960
6,61123810,61123815,NUI1961
6,61221782,61221782,NUI1962
6,61808389,61808395,NUI1963
6,61912814,61912816,NUI1964
6,62303543,62303547,NUI1965
6,62361532,62374119,NUI1966
6,63042100,63045099,NUI1967
6,63069674,63071537,NUI1968
6,63221699,63221703,NUI1969
6,63278774,63278781,NUI1970
6,63290169,63290874,NUI1971
6,63480357,63480379,NUI1972
6,63651078,63651357,NUI1973
6,63654762,63654774,NUI1974
6,64086850,64088935,NUI1975
6,64125351,64125352,NUI1976
6,65958793,65958795,NUI1977
6,66935209,66935223,NUI1978
6,67701243,67701247,NUI1979
6,68587789,68588172,NUI1980
6,68996750,68996755,NUI1981
6,69767386,69768711,NUI1982
6,69904498,69904731,NUI1983
6,70270361,70270372,NUI1984
6,70633835,70633847,NUI1985
6,71043589,71043599,NUI1986
6,71182916,71182921,NUI1987
6,71219961,71219975,NUI1988
6,71617558,71617566,NUI1989
6,71620386,71620387,NUI1990
6,71850285,71850602,NUI1991
6,71905416,71905460,NUI1992
6,72491156,72491205,NUI1993
6,72734535,72735100,NUI1994
6,73023762,73023765,NUI1995
6,73590901,73590908,NUI1996
6,74052792,74052818,NUI1997
6,74203624,74204420,NUI1998
6,74505776,74505776,NUI1999
6,74855333,74855882,NUI2000
6,75102324,75102325,NUI2001
6,75305752,75306270,NUI2002
6,75610815,75612643,NUI2003
6,75617443,75618018,NUI2004
6,76064982,76064996,NUI2005
6,76376241,76376256,NUI2006
6,76750890,76750909,NUI2007
6,76820538,76820551,NUI2008
6,76874511,76874521,NUI2009
6,77941549,77941555,NUI2010
6,78040732,78040734,NUI2011
6,78058516,78058532,NUI2012
6,78906396,78906398,NUI2013
6,78994986,78994988,NUI2014
6,79178850,79178864,NUI2015
6,79360447,79360491,NUI2016
6,79698317,79698331,NUI2017
6,79818019,79818422,NUI2018
6,79878558,79878564,NUI2019
6,80253449,80253449,NUI2020
6,81415908,81415914,NUI2021
6,82388252,82388563,NUI2022
6,82735483,82735498,NUI2023
6,82736304,82736318,NUI2024
6,83000950,83000961,NUI2025
6,84193193,84193193,NUI2026
6,84613078,84613079,NUI2027
6,84839798,84839804,NUI2028
6,85485525,85485528,NUI2029
6,85494680,85495842,NUI2030
6,85851605,85851877,NUI2031
6,85866782,85866794,NUI2032
6,86310427,86310427,NUI2033
6,86637965,86638103,NUI2034
6,86664269,86664280,NUI2035
6,86783816,86783835,NUI2036
6,87441537,87441548,NUI2037
6,87623656,87623658,NUI2038
6,87671234,87671263,NUI2039
6,88036685,88036699,NUI2040
6,88901330,88901354,NUI2041
6,88999056,88999065,NUI2042
6,89399536,89399538,NUI2043
6,89862421,89862429,NUI2044
6,90950764,90950779,NUI2045
6,90997139,90997146,NUI2046
6,91067680,91067695,NUI2047
6,91508070,91508079,NUI2048
6,91925683,91925697,NUI2049
6,92816186,92816196,NUI2050
6,92954728,92954729,NUI2051
6,93488870,93488876,NUI2052
6,93693349,93693354,NUI2053
6,93770425,93770439,NUI2054
6,93911054,93911066,NUI2055
6,93972854,93972871,NUI2056
6,94226795,94226811,NUI2057
6,95224187,95224196,NUI2058
6,96102578,96102591,NUI2059
6,96338344,96338345,NUI2060
6,96376279,96376287,NUI2061
6,96913159,96913169,NUI2062
6,97380900,97380937,NUI2063
6,97417451,97417453,NUI2064
6,97520038,97520049,NUI2065
6,97662829,97665589,NUI2066
6,98163482,98163487,NUI2067
6,98541876,98541892,NUI2068
6,99077428,99077430,NUI2069
6,99112591,99112604,NUI2070
6,99403211,99403211,NUI2071
6,100079376,100079469,NUI2072
6,100253437,100253440,NUI2073
6,100328650,100328654,NUI2074
6,100399465,100399466,NUI2075
6,100729444,100729445,NUI2076
6,100801391,100801397,NUI2077
6,100865678,100865695,NUI2078
6,100896597,100896609,NUI2079
6,101074286,101074287,NUI2080
6,102177603,102177667,NUI2081
6,102386107,102386285,NUI2082
6,102523394,102523400,NUI2083
6,103488767,103488769,NUI2084
6,103529388,103529388,NUI2085
6,104467524,104467833,NUI2086
6,104600842,104600889,NUI2087
6,104921317,104921318,NUI2088
6,105487614,105487649,NUI2089
6,105803015,105803016,NUI2090
6,105842593,105842598,NUI2091
6,106118236,106118261,NUI2092
6,106271665,106271675,NUI2093
6,106460405,106460409,NUI2094
6,106464491,106464506,NUI2095
6,106488017,106488026,NUI2096
6,106712349,106712360,NUI2097
6,106879050,106879050,NUI2098
6,106917177,106917179,NUI2099
6,107203542,107203542,NUI2100
6,107225275,107225275,NUI2101
6,107704101,107704103,NUI2102
6,107834193,107834194,NUI2103
6,108163536,108163538,NUI2104
6,108770713,108770714,NUI2105
6,108810163,108810176,NUI2106
6,108866065,108866067,NUI2107
6,109544584,109544604,NUI2108
6,109635287,109635287,NUI2109
6,109762010,109762011,NUI2110
6,109901956,109901983,NUI2111
6,110030231,110030478,NUI2112
6,110190743,110190745,NUI2113
6,110459610,110459611,NUI2114
6,110578237,110578327,NUI2115
6,110630995,110630996,NUI2116
6,111646495,111646513,NUI2117
6,111735310,111735315,NUI2118
6,112681536,112681540,NUI2119
6,113286483,113286485,NUI2120
6,113852104,113852106,NUI2121
6,113974243,113974244,NUI2122
6,114246160,114246656,NUI2123
6,114835352,114835355,NUI2124
6,115117372,115117374,NUI2125
6,116428212,116428217,NUI2126
7,296031,296036,NUI2127
7,566424,566429,NUI2128
7,632981,632982,NUI2129
7,763400,763401,NUI2130
7,987486,987530,NUI2131
7,1120641,1120752,NUI2132
7,1131697,1132234,NUI2133
7,2191531,2191543,NUI2134
7,2364257,2364260,NUI2135
7,2528070,2528070,NUI2136
7,2748062,2748247,NUI2137
7,2815588,2817064,NUI2138
7,2942219,2942266,NUI2139
7,3047148,3047153,NUI2140
7,3303554,3303572,NUI2141
7,3850748,3850750,NUI2142
7,4359775,4359783,NUI2143
7,5090310,5090326,NUI2144
7,5139430,5139446,NUI2145
7,5449246,5449254,NUI2146
7,5871407,5871440,NUI2147
7,6145879,6145896,NUI2148
7,6396944,6396965,NUI2149
7,6506032,6506040,NUI2150
7,6520555,6520566,NUI2151
7,7743923,7743935,NUI2152
7,7829400,7829412,NUI2153
7,8792775,8792790,NUI2154
7,9756740,9756742,NUI2155
7,9784301,9784317,NUI2156
7,9843421,9843435,NUI2157
7,9963899,9964027,NUI2158
7,10481380,10481391,NUI2159
7,10617146,10617147,NUI2160
7,10720215,10722224,NUI2161
7,11466844,11466846,NUI2162
7,11527861,11528612,NUI2163
7,11544894,11545620,NUI2164
7,11590781,11591485,NUI2165
7,11751844,11751850,NUI2166
7,12024171,12024186,NUI2167
7,12059536,12059541,NUI2168
7,12069127,12069127,NUI2169
7,12913226,12913231,NUI2170
7,13360248,13360256,NUI2171
7,13991547,13991567,NUI2172
7,14220681,14220688,NUI2173
7,14385542,14385543,NUI2174
7,14460170,14461705,NUI2175
7,14809906,14809906,NUI2176
7,14966570,14966580,NUI2177
7,15111407,15111407,NUI2178
7,15187604,15188030,NUI2179
7,15554452,15554473,NUI2180
7,15687603,15687606,NUI2181
7,15879785,15879790,NUI2182
7,16747989,16747995,NUI2183
7,16755627,16755631,NUI2184
7,16784992,16785148,NUI2185
7,17235552,17235554,NUI2186
7,17526616,17526623,NUI2187
7,18143851,18143868,NUI2188
7,18335488,18335690,NUI2189
7,18515250,18515607,NUI2190
7,18625380,18626055,NUI2191
7,19272157,19272159,NUI2192
7,20354673,20354676,NUI2193
7,20590727,20590728,NUI2194
7,20965913,20966361,NUI2195
7,21244081,21244096,NUI2196
7,21748512,21748519,NUI2197
7,21783916,21783919,NUI2198
7,22235808,22235814,NUI2199
7,22602668,22602710,NUI2200
7,22803875,22803883,NUI2201
7,22994171,22994173,NUI2202
7,23038790,23038843,NUI2203
7,23275775,23275788,NUI2204
7,23441814,23441819,NUI2205
7,23546309,23547437,NUI2206
7,23824549,23824555,NUI2207
7,24257148,24257150,NUI2208
7,24295567,24295594,NUI2209
7,24473460,24473734,NUI2210
7,24475104,24475121,NUI2211
7,24597703,24597704,NUI2212
7,25189947,25189951,NUI2213
7,25577566,25577572,NUI2214
7,26374774,26374776,NUI2215
7,26528689,26529533,NUI2216
7,26857931,26858148,NUI2217
7,27229608,27229616,NUI2218
7,27557727,27557729,NUI2219
7,28412106,28412117,NUI2220
7,28437602,28437604,NUI2221
7,28850208,28850222,NUI2222
7,28925877,28925891,NUI2223
7,29830156,29830161,NUI2224
7,29938081,29938082,NUI2225
7,31384796,31384798,NUI2226
7,32525412,32526222,NUI2227
7,32645143,32645487,NUI2228
7,33127482,33127482,NUI2229
7,33755847,33755911,NUI2230
7,34085366,34085369,NUI2231
7,34456821,34456830,NUI2232
7,34718898,34718904,NUI2233
7,34750787,34755708,NUI2234
7,35420531,35420537,NUI2235
7,36082732,36082934,NUI2236
7,36149971,36149972,NUI2237
7,36310533,36310551,NUI2238
7,37123714,37123729,NUI2239
7,37278947,37278958,NUI2240
7,37284830,37284847,NUI2241
7,37381949,37381955,NUI2242
7,38006523,38006524,NUI2243
7,38579371,38579867,NUI2244
7,38724282,38724794,NUI2245
7,38970063,38970140,NUI2246
7,39366444,39366455,NUI2247
7,39383678,39383695,NUI2248
7,40194075,40194076,NUI2249
7,41237632,41242199,NUI2250
7,41665959,41665963,NUI2251
7,42412200,42412214,NUI2252
7,42635104,42635109,NUI2253
7,43337009,43337016,NUI2254
7,43572281,43572933,NUI2255
7,44584494,44584504,NUI2256
7,44653166,44653167,NUI2257
7,44870721,44870722,NUI2258
7,45544595,45544595,NUI2259
7,46362536,46362552,NUI2260
7,46693431,46693432,NUI2261
7,46936212,46936226,NUI2262
7,47134459,47134683,NUI2263
7,47342176,47342177,NUI2264
7,47420704,47420709,NUI2265
7,47686434,47689498,NUI2266
7,48253391,48253398,NUI2267
7,48736415,48736429,NUI2268
7,49552838,49552855,NUI2269
7,50411426,50411438,NUI2270
7,50650622,50650627,NUI2271
7,50754740,50754741,NUI2272
7,52069451,52069457,NUI2273
7,52111202,52111232,NUI2274
7,52507948,52507950,NUI2275
7,52674976,52675110,NUI2276
7,52758200,52758209,NUI2277
7,52853957,52853973,NUI2278
7,52925201,52925203,NUI2279
7,53897115,53897139,NUI2280
7,53986674,53988970,NUI2281
7,54342353,54342392,NUI2282
7,54453345,54453350,NUI2283
7,54633598,54634410,NUI2284
7,55052081,55054135,NUI2285
7,56095035,56095044,NUI2286
7,56176666,56176667,NUI2287
7,56322543,56322544,NUI2288
7,57662163,57664164,NUI2289
7,61078643,61078658,NUI2290
7,61755571,61755574,NUI2291
7,61771844,61771857,NUI2292
7,61904060,61904062,NUI2293
7,62335287,62335288,NUI2294
7,62381897,62381897,NUI2295
7,62841355,62841369,NUI2296
7,62873379,62873476,NUI2297
7,63639628,63639630,NUI2298
7,63907681,63908798,NUI2299
7,63908798,63908830,NUI2300
7,64530292,64530972,NUI2301
7,64676857,64676871,NUI2302
7,64762775,64762777,NUI2303
7,64903002,64903050,NUI2304
7,66539255,66539255,NUI2305
7,68069551,68069563,NUI2306
7,68715855,68716593,NUI2307
7,69001838,69001848,NUI2308
7,69279964,69279967,NUI2309
7,70336235,70336243,NUI2310
7,70667260,70667266,NUI2311
7,70671264,70672248,NUI2312
7,70723380,70723939,NUI2313
7,70821902,70821905,NUI2314
7,71481261,71481272,NUI2315
7,73493574,73493575,NUI2316
7,73883589,73883620,NUI2317
7,74104248,74106031,NUI2318
7,74154091,74154101,NUI2319
7,74154101,74157390,NUI2320
7,74383857,74383866,NUI2321
7,74421440,74422187,NUI2322
7,74649102,74649114,NUI2323
7,75019864,75019867,NUI2324
7,75076223,75076233,NUI2325
7,75383254,75383271,NUI2326
7,76277415,76277426,NUI2327
7,76701369,76701393,NUI2328
7,76734795,76734805,NUI2329
7,76752505,76752507,NUI2330
7,77829399,77829419,NUI2331
7,78226148,78226149,NUI2332
7,78234371,78234372,NUI2333
7,78434601,78434603,NUI2334
7,78445685,78445691,NUI2335
7,78667411,78667412,NUI2336
7,79339637,79339652,NUI2337
7,79389101,79389116,NUI2338
7,79803430,79803442,NUI2339
7,80102871,80102894,NUI2340
7,80113366,80113378,NUI2341
7,81028220,81028227,NUI2342
7,81635893,81637021,NUI2343
7,81637021,81637085,NUI2344
7,81770461,81770474,NUI2345
7,81929526,81929534,NUI2346
7,82145874,82145876,NUI2347
7,82328631,82328643,NUI2348
7,82420942,82420954,NUI2349
7,82869716,82869721,NUI2350
7,83011193,83011193,NUI2351
7,83269010,83269012,NUI2352
7,83365503,83365506,NUI2353
7,83370084,83370111,NUI2354
7,83478063,83478072,NUI2355
7,84020954,84020982,NUI2356
7,84267877,84267886,NUI2357
7,84339626,84339639,NUI2358
7,84537241,84537257,NUI2359
7,84581028,84581042,NUI2360
7,84706196,84706211,NUI2361
7,85134827,85135748,NUI2362
7,85141012,85141014,NUI2363
7,85955381,85955399,NUI2364
7,86195026,86195037,NUI2365
7,86434284,86434299,NUI2366
7,86972758,86972782,NUI2367
7,87195806,87195822,NUI2368
7,87245643,87245646,NUI2369
7,87504784,87504785,NUI2370
7,87798736,87798743,NUI2371
7,87864036,87864037,NUI2372
7,93250338,93250343,NUI2373
7,94101457,94101458,NUI2374
7,94538924,94540532,NUI2375
7,94672065,94672103,NUI2376
7,94830251,94830290,NUI2377
7,95315725,95315726,NUI2378
7,95367667,95367672,NUI2379
7,95628180,95629405,NUI2380
7,96487584,96487599,NUI2381
7,97161128,97161129,NUI2382
7,97217872,97217873,NUI2383
7,97217873,97218253,NUI2384
7,97421206,97421207,NUI2385
7,98251757,98251759,NUI2386
7,98277957,98277963,NUI2387
7,98332953,98332983,NUI2388
7,99592608,99592608,NUI2389
7,100625969,100625970,NUI2390
7,101477122,101477136,NUI2391
7,101755766,101755768,NUI2392
7,103660508,103660509,NUI2393
7,103934378,103934381,NUI2394
7,103934381,103935169,NUI2395
7,104523045,104523046,NUI2396
7,105664107,105664120,NUI2397
7,106604494,106604507,NUI2398
7,106726205,106726209,NUI2399
7,106835386,106835395,NUI2400
7,107060574,107060577,NUI2401
7,107435238,107435240,NUI2402
7,107597172,107600628,NUI2403
7,107600844,107604868,NUI2404
7,107639638,107639652,NUI2405
7,107995421,107995435,NUI2406
7,108559633,108560158,NUI2407
7,108612108,108612138,NUI2408
7,109002707,109003225,NUI2409
7,109070446,109070463,NUI2410
7,109283565,109285087,NUI2411
7,109338544,109338549,NUI2412
7,110110478,110110489,NUI2413
8,875534,875707,NUI2414
8,971756,971759,NUI2415
8,1380877,1380880,NUI2416
8,1995584,1995587,NUI2417
8,2348698,2348709,NUI2418
8,2399548,2399688,NUI2419
8,2827647,2828226,NUI2420
8,3119933,3120681,NUI2421
8,3416141,3416143,NUI2422
8,3560371,3560372,NUI2423
8,3639735,3639736,NUI2424
8,4144543,4144544,NUI2425
8,4144544,4146046,NUI2426
8,4456882,4456889,NUI2427
8,4966617,4966617,NUI2428
8,5076117,5076118,NUI2429
8,5154796,5154918,NUI2430
8,5461875,5461875,NUI2431
8,5825947,5825948,NUI2432
8,6132586,6132587,NUI2433
8,6157828,6157837,NUI2434
8,7584519,7584521,NUI2435
8,8180798,8181385,NUI2436
8,8954826,8954833,NUI2437
8,9203415,9203416,NUI2438
8,9376905,9377209,NUI2439
8,9582627,9582627,NUI2440
8,9670993,9671007,NUI2441
8,9861102,9861120,NUI2442
8,9921648,9921660,NUI2443
8,10249928,10249931,NUI2444
8,10325828,10325828,NUI2445
8,10494522,10494543,NUI2446
8,10751324,10751326,NUI2447
8,11052739,11052768,NUI2448
8,11483312,11483326,NUI2449
8,11569469,11569469,NUI2450
8,11622129,11622147,NUI2451
8,12015787,12015799,NUI2452
8,12513233,12513518,NUI2453
8,12684869,12684924,NUI2454
8,12760317,12760318,NUI2455
8,12969485,12969494,NUI2456
8,13475088,13475145,NUI2457
8,13566425,13566426,NUI2458
8,13585355,13585364,NUI2459
8,13676559,13676560,NUI2460
8,14519843,14520284,NUI2461
8,14931373,14931378,NUI2462
8,15278149,15278151,NUI2463
8,15314399,15314399,NUI2464
8,15917016,15917024,NUI2465
8,16155750,16155896,NUI2466
8,16243304,16243306,NUI2467
8,16243306,16243493,NUI2468
8,16474247,16474253,NUI2469
8,16677935,16677938,NUI2470
8,17127576,17127578,NUI2471
8,17266522,17266522,NUI2472
8,17399239,17399254,NUI2473
8,17506571,17506575,NUI2474
8,17961854,17961854,NUI2475
8,18232120,18232132,NUI2476
8,18639561,18639585,NUI2477
8,18875503,18875504,NUI2478
8,19112335,19112346,NUI2479
8,19272805,19272822,NUI2480
8,19506158,19506166,NUI2481
8,19507466,19507476,NUI2482
8,19509228,19509235,NUI2483
8,19600978,19600990,NUI2484
8,19600990,19601042,NUI2485
8,19809829,19809887,NUI2486
8,19884422,19884437,NUI2487
8,20174512,20174514,NUI2488
8,20801237,20801238,NUI2489
8,20819192,20819197,NUI2490
8,21096161,21099736,NUI2491
8,21614034,21614045,NUI2492
8,22195534,22197491,NUI2493
8,22197491,22197504,NUI2494
8,22762544,22762547,NUI2495
8,23206734,23206734,NUI2496
8,23282574,23282589,NUI2497
8,23596373,23596375,NUI2498
8,23759630,23760104,NUI2499
8,24357663,24357666,NUI2500
8,24406935,24406937,NUI2501
8,24558866,24558880,NUI2502
8,24645850,24645865,NUI2503
8,24975285,24975299,NUI2504
8,25029282,25029297,NUI2505
8,25288198,25288209,NUI2506
8,25632499,25632500,NUI2507
8,26188906,26189391,NUI2508
8,26406928,26406934,NUI2509
8,26622489,26623260,NUI2510
8,26623123,26623580,NUI2511
8,26710335,26710352,NUI2512
8,27075776,27075787,NUI2513
8,27241698,27241967,NUI2514
8,27881922,27881923,NUI2515
8,28392446,28392456,NUI2516
8,30942927,30942928,NUI2517
8,30976632,30976642,NUI2518
8,31246747,31246757,NUI2519
8,31442300,31442303,NUI2520
8,31560533,31561813,NUI2521
8,31659983,31659998,NUI2522
8,31735834,31735867,NUI2523
8,32230516,32230528,NUI2524
8,33108617,33108621,NUI2525
8,33804811,33804822,NUI2526
8,33949338,33949350,NUI2527
8,33981951,33981962,NUI2528
8,34076633,34076644,NUI2529
8,34081201,34081214,NUI2530
8,34097894,34097905,NUI2531
8,34133870,34133886,NUI2532
8,34220157,34220165,NUI2533
8,34335932,34336266,NUI2534
8,34429905,34430412,NUI2535
8,34639549,34639550,NUI2536
8,34758189,34758203,NUI2537
8,35334045,35334068,NUI2538
8,35403038,35403040,NUI2539
8,35505773,35505785,NUI2540
8,35510455,35510458,NUI2541
8,35554124,35554125,NUI2542
8,36020439,36020455,NUI2543
8,36082051,36082066,NUI2544
8,36091639,36091642,NUI2545
8,36375186,36375190,NUI2546
8,36417623,36417625,NUI2547
8,36770191,36770194,NUI2548
8,37431111,37431121,NUI2549
8,37472684,37472684,NUI2550
8,38257296,38257310,NUI2551
8,38392877,38392891,NUI2552
